,code,year,month,day_of_month,date,state,magnitude,injuries,fatalities,s_latitude,s_longitude,e_latitude,e_longitude,length,width
434,B8Rp1ALS9cRG7tj4wTs6,1965,4,11,1965-04-11,IN,4,125,4,40.55,-85.38,40.77,-84.38,52.50,10.00
435,J1vfk8iayD6xy51kCr4Y,1965,4,11,1965-04-11,IN,4,44,0,40.33,-86.83,40.42,-86.40,21.80,500.00
436,azKyWHcyF9QvIqp3Et04,1965,4,11,1965-04-11,IA,4,3,1,41.85,-90.93,42.17,-90.47,91.50,200.00
437,5R0OFnnCiUXWDEbEqBlc,1965,4,10,1965-04-10,AR,4,200,6,35.05,-92.45,35.10,-92.40,4.70,200.00
438,SnuZ38tn47Vnw9vggXZy,1965,3,16,1965-03-16,OK,4,7,0,36.60,-98.10,37.25,-96.85,82.70,300.00
439,actjzSKsvXwmLPZPw3Ic,1964,10,3,1964-10-03,LA,4,165,22,29.60,-90.37,0.00,0.00,1.50,67.00
440,AoYgCuubrQyZFsbfx6Fh,1964,8,29,1964-08-29,IA,4,2,0,42.92,-94.23,43.12,-94.07,15.80,100.00
441,afB5xSNv9K4BwWE9UHjW,1964,8,22,1964-08-22,WI,4,30,0,43.38,-87.92,0.00,0.00,2.20,50.00
442,4dWN6NWBqLn05yj1PEzk,1964,6,22,1964-06-22,IA,4,0,0,40.70,-95.45,40.77,-95.23,11.90,400.00
443,vHMgaTktQnHSaqr2VXc3,1964,5,8,1964-05-08,MI,4,224,11,42.67,-82.83,42.67,-82.75,3.30,833.00
444,7GLuuFqwIdkhnJblWggj,1964,5,5,1964-05-05,NE,4,11,0,41.40,-98.38,42.07,-97.93,51.20,10.00
445,ZUsZQMTKI1w6Y4cOm6u5,1964,4,12,1964-04-12,KS,4,9,3,38.12,-95.30,38.37,-95.13,19.40,880.00
446,JuoCMTWRqbF4qLv7QuxO,1964,4,12,1964-04-12,IA,4,28,1,40.67,-95.23,40.83,-95.10,13.10,400.00
447,0qEkj4IBLmRdj78IyvSN,1964,3,4,1964-03-04,KY,4,24,3,36.70,-88.45,36.88,-88.20,18.50,250.00
448,Wrg0aQHvgd9W8kfIGI6j,1964,1,24,1964-01-24,AL,4,6,10,33.32,-86.43,33.33,-86.38,3.30,100.00
449,hEGndKK2TEqewEeDjTIB,1963,4,29,1963-04-29,MS,4,20,3,34.12,-88.72,34.15,-88.65,4.70,1000.00
450,aBsFXcr2opdGAQL9lK6I,1963,4,17,1963-04-17,IL,4,70,1,41.18,-88.10,41.08,-86.87,57.30,130.00
451,wHO1gv84Gtp0IOsaAll5,1963,3,11,1963-03-11,MS,4,7,2,33.17,-89.65,33.55,-89.02,45.20,440.00
452,wTk2BE0ic2vakrauSHF2,1963,3,11,1963-03-11,AL,4,6,2,33.90,-86.90,34.18,-86.55,28.00,880.00
453,JUG04MiFQmXd2h7qqy1l,1963,3,5,1963-03-05,AL,4,35,0,33.37,-86.97,33.48,-86.75,14.90,667.00
454,zmBjWnpMmXT5NOCWdGbd,1962,9,16,1962-09-16,MN,4,34,0,43.97,-92.45,0.00,0.00,0.50,33.00
455,RZa6deqgSnjRWTB3gS87,1962,8,6,1962-08-06,KS,4,3,0,39.52,-95.78,39.38,-95.67,11.00,667.00
456,sQ1zRYe0Bc0RGTJohM8u,1962,5,29,1962-05-29,NE,4,0,0,42.68,-98.45,43.00,-98.67,24.20,300.00
457,l7otAZsZsivnvosf6bWB,1962,5,26,1962-05-26,TX,4,1,0,33.17,-99.77,33.17,-99.58,10.70,133.00
458,gn19M7pQLfapg0AMUaeo,1962,5,26,1962-05-26,OK,4,1,0,34.15,-98.45,34.28,-98.38,10.10,400.00
459,dw9QzIiMxqLyre6hHN7a,1962,5,25,1962-05-25,OK,4,9,0,35.27,-99.20,35.30,-99.08,7.20,250.00
460,wCeQgaUUoobH24PITP1e,1961,9,12,1961-09-12,TX,4,200,8,29.32,-94.78,0.00,0.00,1.00,100.00
461,5cR36kCBidV5gIXPO2rI,1961,9,1,1961-09-01,IA,4,7,0,42.78,-93.00,42.88,-92.47,26.60,27.00
462,6Jd54DKPz6YvKs4Y33W6,1961,6,29,1961-06-29,MT,4,1,0,47.10,-104.70,47.22,-104.40,15.90,10.00
463,PpJLMv201hny2DZ7L7SS,1961,5,30,1961-05-30,NE,4,0,0,41.62,-99.87,41.63,-98.93,48.10,10.00
464,azgprTHldh5RGxxz42HF,1961,5,7,1961-05-07,KS,4,12,0,39.17,-94.93,39.28,-94.42,26.20,50.00
465,kdFAOl1mDsrGVyoi0J0r,1961,5,5,1961-05-05,OK,4,58,16,34.73,-95.03,34.95,-94.65,26.40,400.00
466,BncztBQjQAu17xqSLSP7,1961,4,25,1961-04-25,IN,4,7,0,39.58,-85.80,39.75,-84.62,63.10,550.00
467,ptaUpxoBojF1YXb4gyCo,1960,5,19,1960-05-19,KS,4,92,1,39.18,-95.95,39.23,-95.43,27.50,880.00
468,tjLj3Q5onudemgybN6kS,1960,5,19,1960-05-19,KS,4,12,0,39.15,-96.33,39.18,-95.95,20.60,10.00
469,DvHDogXoNQwd2xH3aNpl,1960,5,5,1960-05-05,OK,4,106,16,34.88,-95.30,35.45,-94.82,62.40,200.00
470,quikDx2TpF6G1RgV3kBn,1960,5,5,1960-05-05,OK,4,13,5,35.38,-94.55,35.45,-94.50,5.40,10.00
471,NllAYtmq66uQ5aXoo9B2,1960,5,4,1960-05-04,OK,4,3,0,34.02,-95.70,34.38,-95.42,30.80,150.00
472,9sspRRffcUMsepcrpriy,1960,5,4,1960-05-04,OK,4,0,0,34.95,-96.80,35.05,-96.73,8.00,10.00
473,sRfXaxKjqr7c0lZH8mpi,1959,9,27,1959-09-27,OK,4,1,1,36.85,-95.25,37.12,-95.10,20.40,440.00
474,uWiI9NbDtIjH5ZTAmGo5,1959,9,26,1959-09-26,MO,4,0,0,37.35,-92.67,37.43,-92.57,7.80,100.00
475,7jrkvmVoVqS77e3JPWye,1959,5,20,1959-05-20,IA,4,5,0,40.70,-93.15,40.87,-92.90,17.20,440.00
476,ZhGWhj2aOfOufEdoNh3x,1959,5,10,1959-05-10,IA,4,1,0,41.50,-94.63,41.93,-94.08,41.10,400.00
477,McuYwBr1U7hP45pC3eps,1959,5,9,1959-05-09,OK,4,12,7,34.62,-96.58,34.68,-96.52,6.20,900.00
478,xAg9v54xpYOa5bhqkhea,1959,3,31,1959-03-31,TX,4,31,6,31.85,-97.22,31.98,-97.13,10.40,1760.00
479,00aA6UBkG2ha0ZJf3IW7,1959,2,10,1959-02-10,MO,4,345,21,38.53,-90.60,38.67,-90.15,23.90,200.00
480,wV19FJD8NvOjJpCisWuw,1958,6,10,1958-06-10,KS,4,5,15,37.85,-97.02,37.83,-96.85,9.00,300.00
481,BkGpQ8ZUaVOKxEcMjj51,1958,6,4,1958-06-04,WI,4,3,4,44.77,-91.27,44.90,-90.07,59.20,880.00
482,2bWqpflWFgbZFga6iK7f,1958,6,4,1958-06-04,WI,4,50,3,44.93,-91.47,45.00,-91.25,11.10,600.00
483,aEnx6Xlzo61QPoTBwLHI,1958,4,15,1958-04-15,FL,4,7,0,27.67,-82.62,0.00,0.00,0.10,300.00
484,Al7S6GZCgLLeFMXexsTn,1957,12,19,1957-12-19,AR,4,9,2,33.35,-93.25,33.52,-93.02,17.70,10.00
485,nJklWaZwiyR7q762sJZ6,1957,12,18,1957-12-18,IL,4,45,1,38.28,-89.08,38.35,-88.78,16.80,250.00
486,6Dz8PEThVdQllF0osmqI,1957,12,18,1957-12-18,IL,4,200,11,37.70,-89.48,37.88,-89.02,28.30,300.00
487,cY4Wji2hBMBEY8jPEi36,1957,11,18,1957-11-18,AL,4,12,3,33.98,-86.52,34.27,-86.22,26.10,100.00
488,9a5yW6JGqmiRYmVQk03o,1957,11,17,1957-11-17,AL,4,15,4,33.90,-87.18,33.93,-87.30,7.20,200.00
489,bpkZlUtlErRSN6aOpwUX,1957,11,7,1957-11-07,TX,4,81,1,30.10,-93.73,29.97,-93.88,12.90,200.00
490,SHnwMjGhzSsIj0wHujz8,1957,9,14,1957-09-14,OK,4,6,2,34.95,-97.25,35.28,-96.15,67.50,440.00
491,tXHOtLiPXWaWokXEHS8A,1957,7,4,1957-07-04,MI,4,6,0,42.52,-83.73,42.52,-83.12,29.90,50.00
492,sX8w3Lpt4ylWBR8vw969,1957,6,14,1957-06-14,IL,4,50,2,39.75,-89.70,39.77,-89.62,4.30,220.00
493,BNSl5tSrjUaT8tXCPayS,1957,5,24,1957-05-24,OK,4,5,4,34.27,-98.50,34.57,-98.40,21.60,880.00
494,Fq5uFF97Bu8lrGnh1gK8,1957,5,21,1957-05-21,MN,4,2,0,45.58,-92.87,45.72,-92.87,9.20,100.00
495,B2TiSuyZrMIjAvTzDvNm,1957,5,21,1957-05-21,MO,4,75,7,36.95,-91.17,37.00,-91.02,9.10,500.00
496,zacXjmkRoWjEQqZ6UBq8,1957,5,20,1957-05-20,KS,4,0,0,39.38,-97.73,39.88,-97.20,44.60,400.00
497,lJSDna8wB3l4WdC3zj4B,1957,5,15,1957-05-15,TX,4,80,21,34.47,-101.30,34.67,-101.05,17.00,300.00
498,EPikmXH2Djc8Arn9dB7m,1957,4,25,1957-04-25,NE,4,8,1,40.58,-97.57,41.18,-96.03,89.80,333.00
499,0m52nJCXwqVw7Dk1VGTJ,1957,4,21,1957-04-21,TX,4,7,0,33.60,-102.30,34.02,-102.38,29.20,880.00
500,m9iLe4y35EdzCgPn23Nl,1957,4,21,1957-04-21,TX,4,6,0,33.43,-101.63,33.58,-101.83,15.50,100.00
501,rF0uCGTWBueVPlBhzuhg,1957,4,19,1957-04-19,WI,4,0,1,43.87,-90.18,44.17,-90.08,21.10,300.00
502,k5HyPgb2qP4s7xnFODfa,1957,4,8,1957-04-08,SC,4,70,4,34.63,-80.58,34.95,-78.50,121.40,150.00
503,OBnlf0ThOBp2vfbnKkHL,1957,4,8,1957-04-08,NC,4,21,0,34.68,-79.20,0.00,0.00,0.80,150.00
504,YRC5rsmTMUZEjKCFdRRd,1957,4,2,1957-04-02,OK,4,3,3,33.93,-96.43,34.03,-96.37,7.90,200.00
505,MeuD9EBNPXzh3ixazqbp,1957,4,2,1957-04-02,OK,4,6,2,34.00,-96.65,34.05,-96.58,5.20,200.00
506,mtW55vJ09pOV8p7wRX5u,1957,1,22,1957-01-22,OK,4,20,10,35.40,-94.68,0.00,0.00,0.10,880.00
507,orjcuVsvsJtldi4179W1,1956,10,29,1956-10-29,NE,4,2,0,40.70,-101.22,42.40,-99.48,147.70,440.00
508,EP52bVOMNPKsoZ1gl0zz,1956,6,6,1956-06-06,NE,4,0,0,40.97,-99.10,0.00,0.00,2.00,500.00
509,ANSVEw53cD8mGuU84FEx,1956,5,12,1956-05-12,MI,4,116,3,43.00,-83.68,42.97,-83.55,6.60,100.00
510,syWEN0DXwC0I8EZwFY3l,1956,5,12,1956-05-12,MI,4,22,0,42.25,-83.22,42.22,-83.08,6.80,400.00
511,qbEZe0wogNwdSakzcmJd,1956,4,15,1956-04-15,AL,4,200,25,33.50,-86.97,33.63,-86.63,21.30,200.00
512,EySYTO7qFVepfzJDyLhe,1956,4,3,1956-04-03,OK,4,59,0,36.77,-94.97,37.15,-94.42,41.80,400.00
513,yYQVIt3KzwW1RNnCybYL,1956,4,3,1956-04-03,MI,4,25,1,44.38,-86.26,44.96,-85.60,50.30,400.00
514,CcKPKnCzv6Cc1HvHaHEF,1956,4,3,1956-04-03,WI,4,50,7,43.93,-88.97,44.05,-88.75,11.50,440.00
515,1rkI87NOWgNfALGKfou1,1956,4,3,1956-04-03,TN,4,60,3,35.58,-88.47,35.70,-88.32,11.60,100.00
516,09Ie06fjc6rNHqpvQ6gv,1956,4,2,1956-04-02,OK,4,29,2,36.82,-96.97,38.10,-95.88,108.30,880.00
517,vaqO66jiCk4BlQMabW9g,1956,3,6,1956-03-06,IN,4,31,1,40.57,-85.57,40.60,-85.60,1.90,47.00
518,z5JAZhbW0gvfEjT07y2I,1956,2,24,1956-02-24,MO,4,36,6,38.45,-90.92,38.62,-89.52,77.60,500.00
519,guKHBf2BaWhzrWpKNfHb,1955,7,7,1955-07-07,MN,4,13,1,44.48,-96.20,0.00,0.00,30.00,10.00
520,6GvXVaFXK56qRGZopeiW,1955,7,5,1955-07-05,ND,4,0,0,48.43,-102.33,48.73,-101.92,28.00,100.00
521,t1m70lrrBsPbPZmPP989,1955,7,2,1955-07-02,ND,4,19,2,46.50,-97.00,46.50,-96.80,9.10,150.00
522,1v4LHGTqQXgQMFcfVrPC,1955,6,27,1955-06-27,NE,4,29,2,41.93,-103.80,41.77,-103.32,26.00,10.00
523,M2UepAGGST4N7d3BxJ4U,1955,6,4,1955-06-04,KS,4,0,0,37.48,-100.03,38.18,-99.05,72.20,100.00
524,AVO800XsYArn5JUKMEyv,1955,6,4,1955-06-04,KS,4,0,0,39.52,-98.53,40.02,-97.53,61.90,500.00
525,cCedJMgTQbVRkYAGZhT5,1955,5,25,1955-05-25,TX,4,18,2,35.00,-100.22,35.50,-99.82,45.10,1100.00
526,xT5AhopgLFGDxJNkfLoQ,1955,4,24,1955-04-24,AL,4,20,5,34.35,-87.05,34.37,-86.90,8.60,200.00
527,HVHG4aV8zVPvsA21cjv2,1954,6,9,1954-06-09,IA,4,0,1,42.28,-94.72,42.38,-94.57,9.90,440.00
528,nUmF2oLKMy6yP5AATyMa,1954,5,30,1954-05-30,NE,4,23,6,41.73,-97.73,42.05,-97.28,29.90,400.00
529,xHgNXlcu7J3IiwIFXEgo,1954,5,1,1954-05-01,OK,4,65,0,35.40,-97.37,35.77,-96.52,59.20,10.00
530,Ts0AkzFWHWQS2xf5rEVH,1954,5,1,1954-05-01,TX,4,2,0,33.98,-99.72,34.65,-98.92,68.60,440.00
531,mmLbDn7bnFDhC3jgCj8q,1954,4,30,1954-04-30,IA,4,0,0,42.10,-91.75,43.18,-91.17,80.40,200.00
532,wqcqV3hIqj9zia3aNBvS,1954,4,5,1954-04-05,MO,4,2,0,40.55,-95.38,40.62,-95.27,6.30,900.00
533,OpwDRsqS0w9xay5UF1Uu,1954,3,25,1954-03-25,MO,4,0,2,37.32,-92.23,37.45,-92.08,12.10,100.00
534,aQhzRChTE4B1jNOXd7aS,1953,12,3,1953-12-03,LA,4,50,9,31.07,-93.05,31.82,-92.32,85.50,300.00
535,2vfsKplnFGEHhvdY3QQC,1953,6,9,1953-06-09,MA,4,1228,94,42.47,-72.17,42.30,-71.52,34.90,900.00
536,KZJYACirvSvP7EkUECeh,1953,6,8,1953-06-08,MI,4,23,0,43.15,-83.18,43.13,-82.50,33.80,833.00
537,Qv3GpHimIubKOF3HOcNS,1953,6,8,1953-06-08,OH,4,379,17,41.22,-83.90,41.50,-81.72,118.00,100.00
538,SpXiFmwDdSR2t7DSkKDB,1953,6,8,1953-06-08,MI,4,18,4,41.78,-83.57,41.78,-83.45,5.40,200.00
539,haMowz8vqjVzANLnoJ9U,1953,6,7,1953-06-07,NE,4,0,11,41.33,-99.13,41.57,-99.05,15.00,440.00
540,X2WMMxR24ELPuYoa593N,1953,5,21,1953-05-21,MI,4,68,2,42.92,-82.60,42.98,-82.42,10.00,1760.00
541,io78jgs5t2JMlXK5NKP3,1953,5,11,1953-05-11,TX,4,159,13,31.53,-100.58,31.53,-100.42,9.90,880.00
542,OyUMqifyfl0xWzQNWg9g,1953,5,10,1953-05-10,IA,4,0,0,40.87,-93.33,40.93,-93.23,6.40,10.00
543,OPBwguG41EnLVYukkSTc,1953,5,10,1953-05-10,IA,4,24,2,43.45,-92.40,45.50,-90.42,162.00,100.00
544,rGRNE0gNOXeCs8xz07gp,1953,5,10,1953-05-10,IA,4,3,0,43.07,-93.52,43.45,-93.38,26.60,10.00
545,W5gjV67dcRjCkuD1g5mf,1953,5,2,1953-05-02,TN,4,8,4,35.52,-84.78,35.53,-84.72,4.20,33.00
546,jjOnbGNISQcv89uNHRoD,1953,5,1,1953-05-01,AL,4,12,7,33.22,-85.93,33.30,-85.75,12.10,440.00
547,dGVpbkcEbNytvAGDfyls,1953,5,1,1953-05-01,AL,4,3,2,32.25,-88.38,0.00,0.00,0.10,100.00
548,CgV48IQE3ox18RFk8IWn,1953,4,30,1953-04-30,GA,4,300,18,32.60,-83.60,0.00,0.00,1.00,333.00
549,aexBN9XXXCBtt8IuuydN,1953,4,28,1953-04-28,TX,4,15,2,29.57,-98.70,0.00,0.00,1.00,1760.00
550,aNVrbGgsYWQoWsoZlAEr,1953,3,13,1953-03-13,TX,4,25,17,33.28,-99.95,33.42,-99.78,13.90,50.00
551,gJoeIi9x676KVLHU5AEQ,1952,8,13,1952-08-13,NE,4,20,0,41.22,-96.58,40.93,-96.22,26.70,110.00
552,UpG68oi1PNhvYf22FhmF,1952,7,1,1952-07-01,ND,4,26,1,47.05,-100.50,47.20,-99.50,48.00,150.00
553,XcB6J3hrEkXnCM4eTqge,1952,6,23,1952-06-23,IA,4,4,0,42.75,-95.85,42.90,-95.42,24.10,400.00
554,cWYCfqEL1NRdHeq0rr50,1952,5,22,1952-05-22,KS,4,3,0,38.98,-95.22,39.07,-94.72,26.90,440.00
555,dD0bB4Nw4aSTizmFRdKS,1952,4,21,1952-04-21,TX,4,0,0,31.50,-97.45,31.48,-97.42,2.30,200.00
556,YAoLa4xBViWAJH1kNfnI,1952,3,22,1952-03-22,AL,4,50,4,34.60,-87.00,34.68,-86.63,21.60,100.00
557,fIbVOyiuBTknHHCR2brW,1952,3,21,1952-03-21,AR,4,5,4,35.42,-91.00,0.00,0.00,0.10,880.00
558,cSC3QQal6E1VDGSTfFr2,1952,3,21,1952-03-21,TN,4,157,38,35.27,-88.98,35.63,-88.28,46.80,177.00
559,VjTbQb6vlp6w9medqVf1,1952,3,21,1952-03-21,TN,4,5,4,36.10,-89.27,0.00,0.00,2.00,200.00
560,VsymoBtqSdkGw80cJ2e9,1952,3,21,1952-03-21,TN,4,10,2,36.02,-89.20,36.08,-89.18,4.70,200.00
561,XNIzoqozTdKAaaM3VqU3,1952,3,21,1952-03-21,MS,4,74,16,34.87,-89.68,35.12,-89.28,29.60,427.00
562,Jq15cN35wpaTNIvGAkuz,1952,3,21,1952-03-21,MO,4,100,17,36.05,-89.82,36.07,-89.70,6.50,880.00
563,aQGCEMZfXsTCAiNVbdLK,1952,3,21,1952-03-21,AR,4,325,50,35.22,-91.70,35.37,-91.52,14.60,1760.00
564,zjRikpfOFa4pm7XNJc4c,1952,3,21,1952-03-21,AR,4,180,29,35.00,-91.25,35.13,-91.08,13.10,880.00
565,jE3pixOMgnjR0EWOVmPj,1952,3,21,1952-03-21,AR,4,9,7,34.02,-94.02,34.22,-93.97,13.00,833.00
566,zBIafYFE3ZNUl6RnRRwv,1952,3,21,1952-03-21,AR,4,6,2,34.90,-91.85,34.80,-91.80,7.60,10.00
567,yJTFEZvmQQzbQt6EFvMC,1952,2,29,1952-02-29,TN,4,150,2,35.15,-86.58,0.00,0.00,2.00,300.00
568,M70EgIu61YOJmykyNGcE,1952,2,13,1952-02-13,TN,4,44,3,35.20,-86.30,35.22,-86.08,12.70,100.00
569,mxSMMTl8S4jyhVYnkHBF,1951,9,26,1951-09-26,WI,4,9,1,43.47,-89.25,43.53,-89.08,9.00,100.00
570,DftMcJ7lkFDf3RgBXEWB,1951,9,26,1951-09-26,WI,4,3,6,44.33,-89.30,44.47,-88.78,26.40,100.00
571,jYsEzcZs9Ry94Q7XRmve,1951,6,27,1951-06-27,KS,4,100,5,39.03,-99.88,0.00,0.00,0.80,300.00
572,u92p6sa2fS9fXX895MZx,1951,6,19,1951-06-19,MN,4,20,1,44.88,-94.37,45.22,-93.35,52.60,330.00
573,RWPMEkFJEQc8hTbQI0Vc,1951,5,18,1951-05-18,TX,4,100,2,33.42,-98.75,0.00,0.00,2.00,200.00
574,Q6AHQ2ENup8EEmQVUJiZ,1950,7,15,1950-07-15,NE,4,33,0,41.80,-96.60,41.73,-96.42,10.00,440.00
575,21tm8dONO5Bfz0QhLaqf,1950,6,25,1950-06-25,WI,4,12,2,45.58,-89.58,45.67,-89.33,13.10,880.00
576,dwMABFIgYkvTAXUBPhhm,1950,6,8,1950-06-08,KS,4,5,1,38.33,-97.93,38.33,-97.60,17.10,700.00
577,BGWJuQ49yU61gitlAdNg,1950,5,4,1950-05-04,KS,4,1,0,38.03,-99.12,38.45,-98.78,34.30,150.00
578,uIVRuit2Ib18pag4ojZv,1950,4,28,1950-04-28,OK,4,32,5,35.08,-96.40,35.13,-96.35,4.50,200.00
579,AhAjBkTDk8uAke301GqI,1950,4,28,1950-04-28,TX,4,5,5,32.42,-99.50,32.42,-99.48,1.30,233.00
580,6VEl69yCTFAkfZAsfQJi,1950,2,12,1950-02-12,LA,4,77,18,31.97,-94.00,33.00,-93.30,82.60,100.00
